name,baseMean,baseMeanControl,baseMeanMetal,foldChange,logFC,logCPM,PValue,FDR,control_gill,control_intestine,control_kidney,control_liver,metal_gill,metal_intestine,metal_kidney,metal_liver
ENSSTUE00000574794,93.125,83.75,102.5,1.22535788317736,0.293203170353646,7.29921642508723,0.705934426490372,1,60,51,179,45,76,68,219,47
ENSSTUE00000383729,38.875,34.75,43,1.22515202946046,0.29296078477039,6.08392161142704,0.572044453241577,1,47,28,33,31,54,28,47,43
ENSSTUE00000533763,28.75,25.75,31.75,1.22502363115844,0.292809579616631,5.66923064595391,0.574479152228261,1,31,35,19,18,32,41,31,23
ENSSTUE00000488124,23.625,21.25,26,1.22500549893228,0.292788225362154,5.37564721793948,0.798924098811047,1,8,19,11,47,1,12,13,78
ENSSTUE00000032519,47.25,42.25,52.25,1.22493771635671,0.292708395278702,6.35572514860159,0.613815817072409,1,38,64,44,23,55,67,56,31
ENSSTUE00000447647,14.375,13.25,15.5,1.22493168246087,0.292701288718975,4.75518915699108,0.594793028101262,1,15,6,16,16,12,12,24,14
ENSSTUE00000582795,43,38.75,47.25,1.22489265995141,0.292655328214862,6.23438405759282,0.788239304420092,1,70,21,58,6,61,14,111,3
ENSSTUE00000565195,15.625,14.25,17,1.22471217133012,0.292442730626855,4.87276517440559,0.622124433527221,1,16,7,15,19,22,12,22,12
ENSSTUE00000127828,10.875,9.75,12,1.2246870258113,0.292413109227987,4.44289915399332,0.638181535646035,1,9,13,13,4,9,9,23,7
ENSSTUE00000369459,10.25,9.25,11.25,1.22466765242083,0.292390286976391,4.34455336813982,0.519206061585301,1,8,11,8,10,12,8,11,14
ENSSTUE00000513500,26.5,23.5,29.5,1.22461435646654,0.292327501385603,5.55512756918822,0.534908072878428,1,24,34,22,14,28,26,26,38
ENSSTUE00000194632,25.375,22.75,28,1.22457791174121,0.292284565904234,5.49513468096871,0.569171405028926,1,23,28,22,18,35,39,22,16
ENSSTUE00000431813,12,10.75,13.25,1.22450084566739,0.292193770259367,4.54971184075359,0.645893107081854,1,11,23,5,4,10,16,15,12
ENSSTUE00000180278,23.625,21,26.25,1.22436033374923,0.292028210978633,5.40236129722343,0.522490276343828,1,27,24,17,16,19,31,27,28
ENSSTUE00000342637,47.125,42.25,52,1.22434141578114,0.292005919281615,6.35292824603154,0.816191520805167,1,61,100,6,2,78,110,15,5
ENSSTUE00000073187,158.125,142,174.25,1.22422866392268,0.291873052717154,8.04891468128831,0.621309947758364,1,173,93,160,142,168,118,206,205
ENSSTUE00000418555,24.5,22,27,1.22410717224706,0.291729873472313,5.45638365143965,0.768188635570934,1,33,5,19,31,10,2,49,47
ENSSTUE00000294017,40,36,44,1.22407018623222,0.291686282234928,6.1195069968257,0.588990796930383,1,36,51,39,18,52,47,44,33
ENSSTUE00000395134,58.125,52.25,64,1.22393864544794,0.291531239299725,6.64305477569008,0.734232219459745,1,88,26,72,23,107,11,102,36
ENSSTUE00000045538,30,26.75,33.25,1.22380587851962,0.291374734249951,5.72411171983565,0.596390327397505,1,26,32,18,31,17,32,34,50
ENSSTUE00000083789,8,6.75,9.25,1.22380225160242,0.291370458618247,4.07380371008985,0.547408651470379,1,8,6,11,2,8,11,6,12
ENSSTUE00000296615,32.375,29.25,35.5,1.223708635489,0.29126009383634,5.83213337887306,0.582801967542058,1,25,38,19,35,34,45,27,36
ENSSTUE00000629751,24.875,22,27.75,1.22360481617931,0.291137690551035,5.47431637271277,0.538897938736169,1,25,31,18,14,24,25,32,30
ENSSTUE00000605574,15.375,13.75,17,1.22359290380699,0.291123645163259,4.86878511631729,0.783994716560642,1,7,13,33,2,4,42,19,3
ENSSTUE00000153590,10.125,9,11.25,1.22355562465705,0.291079689968771,4.31133608102408,0.627823590176489,1,10,5,7,14,9,7,8,21
ENSSTUE00000252178,11.25,10.25,12.25,1.22342099438643,0.290920938616216,4.45152075459208,0.736315707545452,1,10,20,3,8,12,29,5,3
ENSSTUE00000256061,9.75,9,10.5,1.22332448732275,0.290807130078874,4.297425561172,0.859974327760318,1,2,17,17,0,2,16,24,0
ENSSTUE00000230921,28.5,25.75,31.25,1.22315564156625,0.290607992605337,5.65123617977124,0.611311403473497,1,33,15,26,29,50,27,25,23
ENSSTUE00000409316,19,17,21,1.22311574583866,0.290560935382946,5.11358794424091,0.654898848499394,1,10,24,28,6,12,29,29,14
ENSSTUE00000272455,20.625,18.5,22.75,1.22310876602593,0.290552702499042,5.2333220531718,0.785207518671352,1,38,24,6,6,49,34,6,2
ENSSTUE00000178483,16.875,15.25,18.5,1.22288068676551,0.290283650791955,4.94230615599796,0.558525081780204,1,15,16,12,18,21,11,14,28
ENSSTUE00000010944,19.625,17.75,21.5,1.22258999075589,0.289940661037616,5.16468365687407,0.753861065707963,1,6,45,8,12,10,53,9,14
ENSSTUE00000269952,20.875,18.75,23,1.22239637474634,0.289712169900536,5.25358653201146,0.742167283789945,1,47,7,7,14,54,5,17,16
ENSSTUE00000604478,39.75,35.75,43.75,1.22220389834231,0.28948498776593,6.1114472354409,0.666274929374004,1,47,42,38,16,29,80,50,16
ENSSTUE00000380278,16.625,15.25,18,1.22216388732073,0.289437757800979,4.93022321187891,0.63979626413392,1,9,16,11,25,14,23,19,16
ENSSTUE00000174649,6.75,6.25,7.25,1.22214221002612,0.289412168759194,3.89472130312715,0.6603389783261,1,7,5,7,6,8,10,8,3
ENSSTUE00000281562,55.625,50,61.25,1.22205656755805,0.2893110673552,6.57437745903282,0.585619030331517,1,53,43,65,39,85,50,51,59
ENSSTUE00000345525,14.375,13,15.75,1.22203100973568,0.289280894832795,4.78621570850215,0.835844866485143,1,11,39,2,0,14,43,6,0
ENSSTUE00000097585,13.625,12,15.25,1.22201870400823,0.289266366967945,4.69602092254858,0.526384233426681,1,15,16,13,4,18,13,16,14
ENSSTUE00000137834,15.875,14.25,17.5,1.22197958315212,0.289220180793919,4.9073011651897,0.725895776029102,1,17,20,20,0,19,28,16,7
ENSSTUE00000432709,43.125,39,47.25,1.22194253611454,0.289176441611742,6.21604484950411,0.597365795918166,1,32,47,26,51,53,42,33,61
ENSSTUE00000599287,14.375,12.75,16,1.22192146542104,0.289151564134913,4.74971195853633,0.479977566629096,1,15,12,12,12,14,11,18,21
ENSSTUE00000055129,20.125,18,22.25,1.22183897663046,0.289054168197819,5.18572211508839,0.52414234887589,1,16,18,20,18,20,24,17,28
ENSSTUE00000002136,5.375,4.75,6,1.22171031772944,0.288902245288749,3.64947260533909,0.895400997757853,1,11,0,8,0,13,0,11,0
ENSSTUE00000183722,16.125,14.5,17.75,1.22165174492336,0.288833076090969,4.92765019577983,0.541161181160427,1,15,10,21,12,16,14,24,17
ENSSTUE00000159608,10.125,9.25,11,1.22155165358308,0.288714869575345,4.34630639835864,0.640750082000255,1,15,6,8,8,17,13,11,3
ENSSTUE00000626214,10.5,9.25,11.75,1.22142489218001,0.288565152175838,4.39015865418111,0.50310084333642,1,12,8,11,6,11,15,12,9
ENSSTUE00000277805,520.375,468.75,572,1.2212894842904,0.288405205279939,9.75440331867109,0.723544272345647,1,130,408,381,956,346,483,500,959
ENSSTUE00000344925,9.25,8,10.5,1.22124100750213,0.288347939078129,4.23920072329659,0.561805712273674,1,11,10,9,2,12,9,11,10
ENSSTUE00000520428,12,10.25,13.75,1.22122542380982,0.288329529395748,4.53718780359943,0.514367960860103,1,11,10,14,6,10,12,10,23
ENSSTUE00000258753,341.875,307.75,376,1.22109609957864,0.288176744084404,9.15265835225943,0.721459078632526,1,199,685,168,179,312,725,215,252
ENSSTUE00000070962,19.75,18,21.5,1.22076560993167,0.287786225836963,5.16756514204992,0.550393714718518,1,16,15,23,18,23,18,24,21
ENSSTUE00000549163,11.25,10.25,12.25,1.22066647650414,0.287669065662678,4.48425874536997,0.805230432799734,1,16,20,5,0,17,18,14,0
ENSSTUE00000176862,32.875,29.25,36.5,1.22061918752003,0.287613174143002,5.85812975388041,0.638581328691434,1,39,40,17,21,40,58,18,30
ENSSTUE00000342767,10.375,9.25,11.5,1.22047822653942,0.287446557516607,4.3789684624426,0.829487628455347,1,21,13,3,0,14,26,6,0
ENSSTUE00000270879,49.25,44,54.5,1.22043985922718,0.2874012038184,6.39888230216156,0.66188758339168,1,31,64,30,51,29,66,24,99
ENSSTUE00000355919,24.875,22.5,27.25,1.22043071329469,0.287390392273042,5.48191455562737,0.826471642524874,1,13,47,26,4,11,91,7,0
ENSSTUE00000393917,96,86.5,105.5,1.22032259157068,0.287262573804193,7.33766324401838,0.724213906519622,1,28,99,52,167,47,95,56,224
ENSSTUE00000424217,108.125,97.5,118.75,1.22024696645415,0.287173165182123,7.51213145486601,0.694908523160218,1,132,152,42,64,168,140,129,38
ENSSTUE00000533512,10.75,9.75,11.75,1.22004388562146,0.286933043222362,4.34381624950846,0.836209248431381,1,1,15,0,23,3,16,5,23
ENSSTUE00000151311,34.75,31.25,38.25,1.21999208100091,0.286871783248988,5.92914007802595,0.539166019403049,1,34,30,34,27,44,34,37,38
ENSSTUE00000190528,11.125,9.75,12.5,1.21997644786464,0.28685329624975,4.43612644504527,0.564860934000431,1,13,8,8,10,13,8,13,16
ENSSTUE00000115194,12.625,11,14.25,1.21995409498603,0.286826862393075,4.62483005956059,0.660653651062103,1,21,12,7,4,13,8,22,14
ENSSTUE00000085950,25.5,22.75,28.25,1.21983644359636,0.28668772333677,5.50785442733143,0.523016546039805,1,29,21,20,21,36,25,24,28
ENSSTUE00000590311,7.375,6.75,8,1.21982655222503,0.286676024809234,3.99956831880474,0.650790429702831,1,8,3,10,6,11,9,9,3
ENSSTUE00000629934,35.5,32,39,1.21978276715305,0.286624239053444,5.95810613304313,0.593048772721545,1,31,38,18,41,49,39,33,35
ENSSTUE00000603647,11.125,10,12.25,1.2196963001198,0.286521966759501,4.44982179086679,0.852118251452825,1,21,19,0,0,11,32,6,0
ENSSTUE00000180370,41.125,37,45.25,1.21960960200088,0.286419413860203,6.16116459997207,0.562110194981032,1,34,46,41,27,41,54,41,45
ENSSTUE00000203450,21.625,19.75,23.5,1.21952945183311,0.286324599872927,5.25994338448403,0.795043613387617,1,5,20,3,51,8,19,13,54
ENSSTUE00000036036,147,132.5,161.5,1.21948186616421,0.286268305252201,7.94406402564474,0.677685184624665,1,83,164,90,193,98,243,81,224
ENSSTUE00000361313,11.75,10.5,13,1.21945832628162,0.286240456375879,4.50435769612692,0.589311970713203,1,7,19,10,6,12,13,13,14
ENSSTUE00000117605,12.625,11.25,14,1.21945617679374,0.286237913395794,4.60096107583091,0.557894115789741,1,12,9,16,8,14,20,13,9
ENSSTUE00000406445,72.375,65.25,79.5,1.21910363381353,0.285820772089208,6.94771541992263,0.838849088755339,1,20,193,44,4,12,279,24,3
ENSSTUE00000461070,11.5,10,13,1.21904215810414,0.285748019506994,4.47547774625865,0.600154257159751,1,8,18,8,6,13,13,5,21
ENSSTUE00000603574,8.5,7.75,9.25,1.21902783461162,0.285731068039908,4.11439711818577,0.667652411766081,1,8,4,11,8,12,4,12,9
ENSSTUE00000391839,48.375,43.75,53,1.21886084937129,0.285533430813818,6.37501210019354,0.587134375279502,1,32,42,50,51,50,54,40,68
ENSSTUE00000168961,13.5,12.25,14.75,1.21877300625045,0.285429452249052,4.69666832756556,0.663583263469773,1,5,11,21,12,10,11,26,12
ENSSTUE00000040305,11.875,10.25,13.5,1.21873242878869,0.28538141879483,4.52009880035693,0.59998545117994,1,6,10,19,6,13,9,11,21
ENSSTUE00000494871,8.25,7.5,9,1.21871499220016,0.285360777791809,4.11979786779711,0.644243841443118,1,11,7,8,4,12,6,15,3
ENSSTUE00000264402,10.25,9.5,11,1.21870828344328,0.285352836052363,4.36256156324402,0.758166294243148,1,6,15,11,6,10,8,24,2
ENSSTUE00000480012,10.125,9,11.25,1.21869613802225,0.285338458349155,4.36140916801246,0.516469497657907,1,10,10,12,4,9,15,11,10
ENSSTUE00000036421,53.375,48,58.75,1.21868944671867,0.285330537148206,6.51503509272588,0.761583838671053,1,9,118,22,43,16,102,28,89
ENSSTUE00000581327,16.375,14.5,18.25,1.21866490734215,0.285301486930914,4.93548779095251,0.613191487941308,1,21,21,8,8,19,26,11,17
ENSSTUE00000614061,34.75,31.25,38.25,1.21860252836602,0.285227638785872,5.93030072054558,0.635084094515296,1,41,32,25,27,67,25,42,19
ENSSTUE00000013797,25.5,23,28,1.21856197955013,0.285179632526624,5.51230269292372,0.62429826495507,1,39,17,20,16,46,16,31,19
ENSSTUE00000530428,25.25,23,27.5,1.21855411549287,0.285170321984188,5.48827829678127,0.64303514717947,1,21,25,11,35,28,37,14,31
ENSSTUE00000320868,23.125,20.75,25.5,1.2185187012039,0.28512839297925,5.38311009198096,0.644301981612198,1,22,25,28,8,15,47,19,21
ENSSTUE00000240653,9.625,8.5,10.75,1.21846344746776,0.285062972482694,4.26915096828002,0.532741001461253,1,15,9,6,4,13,12,8,10
ENSSTUE00000441069,6.625,6,7.25,1.21841623411496,0.285007069460103,3.86784948359297,0.807847928022488,1,8,2,14,0,11,2,16,0
ENSSTUE00000375713,59.625,53.5,65.75,1.21840786837753,0.284997163773523,6.67199811679881,0.670393862645655,1,81,67,23,43,79,95,26,63
ENSSTUE00000426159,8.5,7.5,9.5,1.2183815323023,0.284965979359203,4.13835974842654,0.566706236966502,1,8,6,10,6,14,7,8,9
ENSSTUE00000489013,13,11.75,14.25,1.21833446198799,0.284910241957563,4.63156911945429,0.506171926592859,1,11,9,15,12,12,13,15,17
ENSSTUE00000094476,8.75,8,9.5,1.21832935766112,0.284904197638267,4.19068143164476,0.784337656504757,1,13,12,1,6,19,8,8,3
ENSSTUE00000185865,32.375,29,35.75,1.21824931205765,0.284809407844167,5.83775579524039,0.661052298148093,1,38,35,31,12,35,30,64,14
ENSSTUE00000463599,34,30.75,37.25,1.21824590249376,0.284805370109236,5.90599219502926,0.637954127806142,1,38,25,31,29,42,26,64,17
ENSSTUE00000227082,47.125,42.5,51.75,1.21817315101236,0.284719212351351,6.34701775974087,0.677907051974646,1,48,78,26,18,51,84,49,23
ENSSTUE00000222068,26.375,24,28.75,1.21806799285028,0.284594667078462,5.53622445319999,0.711634798312379,1,16,20,11,49,21,19,14,61
ENSSTUE00000049840,33.875,30.5,37.25,1.218052758413,0.284576623106626,5.8818860820223,0.593697642525812,1,31,22,34,35,31,22,47,49
ENSSTUE00000245746,25.25,22.75,27.75,1.21789595365744,0.284390887304857,5.49905831301914,0.53747015917639,1,23,20,27,21,30,18,25,38
ENSSTUE00000371602,7.625,7,8.25,1.21787741799631,0.284368930166558,4.03423113323975,0.725282158612924,1,10,2,12,4,9,6,15,3
ENSSTUE00000316425,13.375,11.75,15,1.21768268896005,0.284138236114118,4.686066028974,0.597389255787596,1,10,12,21,4,17,16,11,16
ENSSTUE00000516288,9,8,10,1.21764406517581,0.284092474417547,4.20604619460905,0.760284950157915,1,18,11,1,2,15,12,6,7
ENSSTUE00000513538,10.25,9.5,11,1.21756033866469,0.283993269749347,4.33749271811398,0.803447556993115,1,5,9,1,23,11,14,9,10
ENSSTUE00000493996,24.125,22,26.25,1.21726816514734,0.283647029933347,5.4375431653093,0.631198384438444,1,28,11,16,33,31,25,30,19
ENSSTUE00000068914,5.75,5.25,6.25,1.21725796868004,0.283634945123404,3.73040906107371,0.831091963936644,1,8,11,2,0,10,14,1,0
ENSSTUE00000408788,9,8,10,1.21720654920182,0.283574001432747,4.2079418600189,0.632438854445007,1,6,17,7,2,13,11,6,10
ENSSTUE00000159407,21.625,19.5,23.75,1.21718483243766,0.283548261390947,5.28782802759794,0.616312681922926,1,22,26,12,18,14,39,19,23
ENSSTUE00000253721,28,25.5,30.5,1.21716874278631,0.283529190652468,5.63969826034399,0.652941609218446,1,23,35,17,27,22,47,39,14
ENSSTUE00000283979,14.125,13,15.25,1.21706771609681,0.283409439998421,4.73574698783872,0.575012951257931,1,13,16,11,12,19,16,17,9
ENSSTUE00000627173,67.25,60.75,73.75,1.21696542508979,0.283288180574185,6.82157353901137,0.913196639287983,1,0,0,48,195,2,0,55,238
ENSSTUE00000124714,26.75,24.25,29.25,1.21684824207598,0.283149255104812,5.58601703302828,0.75612275931113,1,43,5,37,12,43,17,52,5
ENSSTUE00000624560,11.625,10.75,12.5,1.21679448529174,0.283085519663959,4.48623912028799,0.634419989852867,1,11,12,6,14,12,19,9,10
ENSSTUE00000137702,14,12.5,15.5,1.21672214663288,0.282999748625406,4.723687718733,0.574114644710253,1,16,8,16,10,24,10,14,14
ENSSTUE00000599264,13.875,12.5,15.25,1.21636939219135,0.282581419040269,4.73749585161662,0.679198156590129,1,21,7,14,8,29,9,18,5
ENSSTUE00000342642,42.25,38.25,46.25,1.21612604408122,0.282292763113005,6.19584367275161,0.761838382623101,1,61,69,13,10,61,95,20,9
ENSSTUE00000226189,36.625,32.75,40.5,1.21583784017571,0.281950825183844,6.00735962117094,0.604085142803557,1,31,28,51,21,51,24,44,43
ENSSTUE00000383580,20.375,18.25,22.5,1.21578805571059,0.281891750470847,5.21775480714002,0.613646860799967,1,31,21,11,10,22,27,27,14
ENSSTUE00000163800,23.375,21,25.75,1.21569176121582,0.281777479655869,5.40562756945714,0.622081578784476,1,21,11,40,12,21,17,34,31
ENSSTUE00000303764,28,25.25,30.75,1.21563913962883,0.281715030811426,5.65986567743705,0.796319919733204,1,38,40,23,0,36,42,42,3
ENSSTUE00000552292,19.25,17.25,21.25,1.21559896636853,0.281667353240669,5.14974582052294,0.679088426141357,1,18,17,28,6,29,23,28,5
ENSSTUE00000018940,6.75,6,7.5,1.21556632607303,0.281628614622119,3.90491338169849,0.719749909677728,1,8,11,5,0,12,5,10,3
ENSSTUE00000366655,17.25,15.75,18.75,1.21554176394731,0.281599462765718,4.99964290779735,0.548946000285274,1,11,18,24,10,21,15,22,17
ENSSTUE00000074711,16.125,14.5,17.75,1.21543522643564,0.281473010610505,4.92162672414475,0.659347555335442,1,19,15,20,4,22,22,22,5
ENSSTUE00000157310,30,26.75,33.25,1.21535219177848,0.281374446921005,5.71913399096768,0.653064945050993,1,12,34,28,33,18,39,22,54
ENSSTUE00000209633,26.375,23.75,29,1.21532914573055,0.28134708963764,5.54840873669184,0.751510412802119,1,15,50,22,8,17,71,19,9
ENSSTUE00000547401,14.75,13.25,16.25,1.21523747761559,0.281238267987863,4.80429134457589,0.537777006985003,1,17,13,15,8,17,22,16,10
ENSSTUE00000510516,32.75,29.25,36.25,1.21519362045406,0.281186201085409,5.84668101331152,0.547438931884541,1,23,30,39,25,35,39,31,40
ENSSTUE00000585290,32.75,29.5,36,1.21515212077141,0.281136931234336,5.84796732792048,0.685127610045672,1,21,57,9,31,36,46,31,31
ENSSTUE00000299090,15.125,13.5,16.75,1.21510516989867,0.28108118751408,4.84962001014721,0.828617504572295,1,32,8,14,0,27,22,18,0
ENSSTUE00000168346,12.25,10.75,13.75,1.21498212969145,0.280935094411205,4.56409798519677,0.565198264435005,1,15,9,11,8,17,6,16,16
ENSSTUE00000497657,10.5,9.5,11.5,1.21495214211212,0.280899486096618,4.40660952929101,0.668487271908251,1,11,6,17,4,11,14,16,5
ENSSTUE00000470586,8.5,7.5,9.5,1.21476667177678,0.280679232516633,4.14738641749976,0.806272439474077,1,19,0,9,2,13,4,19,2
ENSSTUE00000313897,34.5,31.25,37.75,1.21469197976912,0.280590523215895,5.91050296750836,0.597728210457492,1,30,22,38,35,41,22,46,42
ENSSTUE00000509669,15.875,14.25,17.5,1.21468117444348,0.280577689625724,4.90909179092211,0.722576889514378,1,17,13,27,0,22,11,25,12
ENSSTUE00000030971,13.625,12.25,15,1.21467190281845,0.280566677535649,4.68231185931053,0.665811463156749,1,10,4,17,18,11,16,9,24
ENSSTUE00000583914,15.5,13.75,17.25,1.2145826899778,0.28046071340721,4.86416343946051,0.563565755647152,1,14,10,23,8,15,12,18,24
ENSSTUE00000033770,47.25,42.75,51.75,1.21450612497002,0.280369765759363,6.35666367438257,0.90504964190764,1,129,42,0,0,136,71,0,0
ENSSTUE00000105557,65.75,59.5,72,1.214267314773,0.280086058532966,6.81894490684567,0.798199581888555,1,53,51,130,4,104,49,130,5
ENSSTUE00000539836,12.75,11.5,14,1.21414814364261,0.279944462004769,4.63120588991932,0.677680688614055,1,13,7,18,8,22,15,14,5
ENSSTUE00000042160,14.75,13.25,16.25,1.21411696700853,0.27990741631714,4.75657566620949,0.706545188221127,1,6,15,16,16,7,8,10,40
ENSSTUE00000081361,101.75,92,111.5,1.21409060708356,0.279876093349995,7.41917223011395,0.7216619281543,1,55,137,28,148,69,165,47,165
ENSSTUE00000441352,22.5,20.25,24.75,1.21397477860641,0.279738448646781,5.34810006205725,0.706579318611492,1,13,37,12,19,11,49,15,24
ENSSTUE00000364886,15.5,13.75,17.25,1.21397005417227,0.279732834089467,4.85868722928924,0.543241205941187,1,13,15,19,8,14,18,16,21
ENSSTUE00000033522,30.375,27.5,33.25,1.21396784628597,0.279730210211305,5.72745292335994,0.755186498703989,1,15,11,20,64,17,13,27,76
ENSSTUE00000560018,47.5,43,52,1.21395153149816,0.279710821376836,6.35280304197659,0.588403496623455,1,33,49,39,51,48,40,59,61
ENSSTUE00000121584,26.125,23.5,28.75,1.21383612098563,0.27957365767222,5.54254299923246,0.550557811063746,1,29,22,18,25,32,30,25,28
ENSSTUE00000110394,9.75,8.5,11,1.21379559380914,0.279525488622356,4.28834729621636,0.612468002904568,1,11,6,11,6,8,13,14,9
ENSSTUE00000538926,22.75,20.5,25,1.21366853564139,0.279374461724402,5.36822664548573,0.894882098551717,1,51,31,0,0,71,27,0,2
ENSSTUE00000180283,21.625,19.5,23.75,1.21356739049621,0.279254224875676,5.2847245537248,0.5935575436602,1,28,16,22,12,23,32,24,16
ENSSTUE00000261821,68.5,62,75,1.21353351183914,0.279213949194912,6.87187786876308,0.779489597000121,1,123,49,68,8,142,61,90,7
ENSSTUE00000290585,79.625,72.25,87,1.21341605742917,0.279074308143389,7.07625601751367,0.673055260800874,1,37,76,65,111,47,141,54,106
ENSSTUE00000249369,15.375,13.75,17,1.21321697082788,0.278837584048992,4.8336299971262,0.691121217812894,1,11,7,12,25,12,9,12,35
ENSSTUE00000359458,2368.75,2140.75,2596.75,1.21320232796999,0.278820171412624,11.9369168648414,0.92140421642217,1,1,190,1,8371,3,97,1,10286
ENSSTUE00000609522,66.875,60.25,73.5,1.21314256528921,0.278749102107142,6.83719430219312,0.627957507745822,1,73,62,75,31,93,88,61,52
ENSSTUE00000115742,9.875,8.75,11,1.21306425638308,0.278655972478156,4.31500834216487,0.535825065836618,1,13,8,6,8,8,10,14,12
ENSSTUE00000113733,54.125,48.75,59.5,1.21305490446117,0.278644850212124,6.53550944236811,0.620577043415557,1,34,67,34,60,57,73,52,56
ENSSTUE00000396509,11.75,10.5,13,1.21296803134079,0.278541527676989,4.54096504140745,0.638641395493151,1,16,10,14,2,11,18,16,7
ENSSTUE00000552349,29,26,32,1.21284742379672,0.278398070840235,5.68372562589487,0.573002146600132,1,37,27,19,21,35,33,32,28
ENSSTUE00000294468,30.75,28,33.5,1.21284538990959,0.278395651507615,5.73636630103583,0.808955865708018,1,20,18,2,72,22,14,6,92
